prediction,ground_truth,diff_ops,error_ngrams
ir going to tn to make a laudig on the,is going to try to make a landing on the,"[('replace', 1, 2, 1, 2), ('replace', 13, 14, 13, 15), ('replace', 27, 28, 28, 29), ('insert', 30, 30, 31, 32)]","[(('is', 'neutral'), 1), (('tr', 'neutral'), 1), (('ry', 'english-dominant'), 1), (('la', 'neutral'), 1), (('an', 'neutral'), 1), (('di', 'neutral'), 1)]"
"famaus Portmaick hostelrug, and ally in histerie","famous Portsmouth hostelry , second only in historic","[('replace', 3, 4, 3, 4), ('insert', 11, 11, 11, 12), ('replace', 12, 16, 13, 17), ('replace', 24, 26, 25, 27), ('replace', 28, 29, 29, 33), ('replace', 32, 34, 36, 38), ('replace', 44, 45, 48, 49), ('replace', 47, 48, 51, 52)]","[(('mo', 'neutral'), 2), (('ou', 'english-dominant'), 2), (('ts', 'neutral'), 1), (('sm', 'neutral'), 1), (('ut', 'neutral'), 1), (('th', 'english-dominant'), 1), (('lr', 'english-dominant'), 1), (('ry', 'english-dominant'), 1), (('co', 'english-dominant'), 1), (('on', 'neutral'), 1), (('nd', 'neutral'), 1), (('hi', 'english-dominant'), 1), (('st', 'neutral'), 1), (('to', 'english-dominant'), 1)]"
fräeut.,efficient .,"[('insert', 0, 0, 0, 1), ('replace', 1, 3, 2, 6), ('replace', 4, 5, 7, 8), ('insert', 6, 6, 9, 10)]","[(('ef', 'neutral'), 1), (('ff', 'neutral'), 1), (('fi', 'neutral'), 1), (('ic', 'neutral'), 1), (('ci', 'english-dominant'), 1), (('ie', 'german-dominant'), 1)]"
das in Wanknigtem lest welct. A tig,due in Washington next week . A big,"[('replace', 1, 3, 1, 3), ('insert', 9, 9, 9, 12), ('delete', 10, 13, 13, 13), ('insert', 15, 15, 15, 19), ('replace', 16, 21, 20, 21), ('replace', 25, 28, 25, 28), ('replace', 32, 33, 32, 33)]","[(('du', 'neutral'), 1), (('ue', 'neutral'), 1), (('as', 'neutral'), 1), (('sh', 'english-dominant'), 1), (('hi', 'english-dominant'), 1), (('in', 'neutral'), 1), (('ng', 'neutral'), 1), (('to', 'english-dominant'), 1), (('on', 'neutral'), 1), (('ne', 'neutral'), 1), (('ex', 'neutral'), 1), (('xt', 'neutral'), 1), (('ee', 'neutral'), 1), (('ek', 'german-dominant'), 1), (('bi', 'neutral'), 1)]"
ambition.,ambition .,"[('insert', 8, 8, 8, 9)]",[]
For mang Gearsmg union had to prozent ib wars.,For many years my union had to present its views,"[('replace', 7, 8, 7, 8), ('replace', 9, 10, 9, 10), ('insert', 14, 14, 14, 15), ('replace', 15, 16, 16, 17), ('replace', 32, 34, 33, 35), ('replace', 39, 40, 40, 42), ('insert', 41, 41, 43, 46), ('delete', 42, 44, 47, 47), ('delete', 45, 46, 48, 48)]","[(('ny', 'english-dominant'), 1), (('ye', 'english-dominant'), 1), (('my', 'english-dominant'), 1), (('pr', 'neutral'), 1), (('re', 'neutral'), 1), (('es', 'neutral'), 1), (('it', 'neutral'), 1), (('ts', 'neutral'), 1), (('vi', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('ew', 'neutral'), 1)]"
uombat Pargete. The thug collzpsed mith a whistling,combat targets . The thug collapsed with a whistling,"[('replace', 0, 1, 0, 1), ('replace', 7, 8, 7, 8), ('replace', 13, 14, 13, 15), ('replace', 29, 30, 30, 31), ('replace', 35, 36, 36, 37)]","[(('co', 'english-dominant'), 1), (('ta', 'neutral'), 1), (('ts', 'neutral'), 1), (('ll', 'neutral'), 1), (('la', 'neutral'), 1)]"
Ahronghout. 8e had mo noner heusd from Comnt Gunnha,throughout . He had no sooner heard from Count Gamba,"[('replace', 0, 1, 0, 1), ('replace', 4, 5, 4, 5), ('insert', 10, 10, 10, 11), ('replace', 12, 13, 13, 14), ('replace', 19, 20, 20, 21), ('replace', 22, 23, 23, 25), ('replace', 30, 32, 32, 34), ('replace', 41, 42, 43, 44), ('delete', 46, 50, 48, 48), ('insert', 51, 51, 49, 52)]","[(('th', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('ug', 'neutral'), 1), (('he', 'neutral'), 1), (('ea', 'english-dominant'), 1), (('am', 'neutral'), 1), (('mb', 'neutral'), 1), (('ba', 'neutral'), 1)]"
Ke had neen no sign of an aident.,He had seen no sign of an accident .,"[('replace', 0, 1, 0, 1), ('replace', 7, 8, 7, 8), ('insert', 27, 27, 27, 29), ('insert', 32, 32, 34, 35)]","[(('se', 'neutral'), 1), (('ac', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
disüipdes amung unorthodox medical men in tke,disciples among unorthodox medical men in the,"[('replace', 3, 4, 3, 4), ('replace', 6, 7, 6, 7), ('replace', 12, 13, 12, 13), ('replace', 43, 44, 43, 44)]","[(('sc', 'german-dominant'), 1), (('ci', 'english-dominant'), 1), (('pl', 'english-dominant'), 1), (('le', 'neutral'), 1), (('mo', 'neutral'), 1), (('on', 'neutral'), 1), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1)]"
"alwags usd brass schaus, Which are more expensive. The Srst.","always used brass screws , which are more expensive . The first","[('replace', 4, 5, 4, 5), ('insert', 9, 9, 9, 10), ('replace', 19, 22, 20, 23), ('insert', 23, 23, 24, 25), ('replace', 25, 26, 27, 28), ('insert', 49, 49, 51, 52), ('replace', 55, 56, 58, 60), ('delete', 59, 60, 63, 63)]","[(('ay', 'english-dominant'), 1), (('ys', 'neutral'), 1), (('se', 'neutral'), 1), (('sc', 'german-dominant'), 1), (('cr', 'english-dominant'), 1), (('re', 'neutral'), 1), (('ew', 'neutral'), 1), (('ws', 'english-dominant'), 1), (('iv', 'neutral'), 1), (('he', 'neutral'), 1), (('fi', 'neutral'), 1), (('ir', 'neutral'), 1)]"
among BziTaim 's maro2 imdusinies.,among Britain's major industries .,"[('replace', 7, 8, 7, 8), ('replace', 9, 10, 9, 10), ('replace', 12, 14, 12, 13), ('insert', 19, 19, 18, 20), ('delete', 20, 22, 21, 21), ('replace', 24, 25, 23, 24), ('replace', 28, 30, 27, 29), ('insert', 33, 33, 32, 33)]","[(('ri', 'neutral'), 2), (('it', 'neutral'), 1), (('ta', 'neutral'), 1), (('in', 'neutral'), 1), (('jo', 'english-dominant'), 1), (('or', 'neutral'), 1), (('nd', 'neutral'), 1), (('du', 'neutral'), 1), (('tr', 'neutral'), 1), (('ie', 'german-dominant'), 1)]"
Dversew crochet ko he dc. A household word,"Oversew crochet to the dc. A household word ,","[('replace', 0, 1, 0, 1), ('replace', 16, 17, 16, 17), ('insert', 19, 19, 19, 20), ('insert', 42, 42, 43, 45)]","[(('to', 'english-dominant'), 1), (('rd', 'neutral'), 1)]"
mot deng failitres to matiaus to whuch it wes,not deny facilities to nations to which it was,"[('replace', 0, 1, 0, 1), ('replace', 7, 8, 7, 8), ('insert', 11, 11, 11, 12), ('replace', 15, 16, 16, 17), ('replace', 22, 23, 23, 24), ('replace', 26, 28, 27, 29), ('replace', 35, 36, 36, 37), ('replace', 43, 44, 44, 45)]","[(('no', 'english-dominant'), 1), (('ny', 'english-dominant'), 1), (('ac', 'neutral'), 1), (('it', 'neutral'), 1), (('ti', 'neutral'), 2), (('io', 'neutral'), 1), (('on', 'neutral'), 1), (('wh', 'english-dominant'), 1), (('hi', 'english-dominant'), 1), (('wa', 'neutral'), 1)]"
at kenagers eorn ko unch and spend it all,that teenagers earn too much and spend it all,"[('insert', 0, 0, 0, 2), ('replace', 3, 4, 5, 7), ('replace', 13, 14, 16, 17), ('replace', 17, 18, 20, 22), ('insert', 20, 20, 24, 25), ('delete', 21, 22, 26, 26)]","[(('at', 'neutral'), 1), (('rs', 'neutral'), 1), (('ar', 'neutral'), 1), (('rn', 'neutral'), 1), (('to', 'english-dominant'), 1), (('oo', 'english-dominant'), 1)]"
Mart is unable to smell (her sense,Mart is unable to smell ( her sense,"[('insert', 25, 25, 25, 26)]",[]
"When the sailing scason was past, he seut Peari back tu","When the sailing season was past , he sent Pearl back to","[('replace', 18, 19, 18, 19), ('insert', 32, 32, 32, 33), ('replace', 39, 40, 40, 41), ('replace', 46, 47, 47, 48), ('replace', 54, 55, 55, 56)]","[(('se', 'neutral'), 2), (('ea', 'english-dominant'), 1), (('en', 'german-dominant'), 1), (('ar', 'neutral'), 1), (('rl', 'neutral'), 1), (('to', 'english-dominant'), 1)]"
had formerIy been relvctant to approve the,had formerly been reluctant to approve the,"[('replace', 10, 11, 10, 11), ('replace', 21, 22, 21, 22)]","[(('rl', 'neutral'), 1), (('ly', 'english-dominant'), 1), (('lu', 'neutral'), 1), (('uc', 'neutral'), 1)]"
"Mind is at hand ! "" He turned beaming eyes","Mind is at hand ! "" He turned beaming eyes",[],[]
roasted au the paint of a spear are definitely,roasted on the point of a spear are definitely,"[('replace', 8, 10, 8, 10), ('replace', 16, 17, 16, 17)]","[(('on', 'neutral'), 1), (('po', 'neutral'), 1), (('oi', 'english-dominant'), 1)]"
The Nazi foxtress concept hurned ort to be kothing,The Nazi fortress concept turned out to be nothing,"[('replace', 11, 12, 11, 12), ('replace', 26, 27, 26, 27), ('replace', 34, 35, 34, 35), ('replace', 43, 44, 43, 44)]","[(('or', 'neutral'), 1), (('rt', 'neutral'), 1), (('tu', 'neutral'), 1), (('ou', 'english-dominant'), 1), (('ut', 'neutral'), 1), (('no', 'english-dominant'), 1)]"
which are to be atached to the linen Remove cnoschet.,which are to be attached to the linen . Remove crochet .,"[('insert', 17, 17, 17, 18), ('insert', 37, 37, 38, 40), ('replace', 45, 46, 48, 49), ('delete', 47, 48, 50, 50), ('insert', 52, 52, 54, 55)]","[(('at', 'neutral'), 1), (('ve', 'neutral'), 1), (('cr', 'english-dominant'), 1), (('he', 'neutral'), 1)]"
Gussins bos thongkt he san yan af the Joad of Troisle.,Gubbins boy thought he saw you at the Load of Trouble .,"[('replace', 2, 4, 2, 4), ('replace', 10, 11, 10, 11), ('replace', 15, 16, 15, 16), ('replace', 17, 18, 17, 18), ('replace', 25, 26, 25, 26), ('replace', 28, 30, 28, 30), ('replace', 32, 33, 32, 33), ('replace', 38, 39, 38, 39), ('replace', 49, 51, 49, 51), ('insert', 53, 53, 53, 54)]","[(('ub', 'neutral'), 2), (('bb', 'neutral'), 1), (('bi', 'neutral'), 1), (('oy', 'english-dominant'), 1), (('ou', 'english-dominant'), 3), (('ug', 'neutral'), 1), (('gh', 'english-dominant'), 1), (('ht', 'neutral'), 1), (('aw', 'english-dominant'), 1), (('yo', 'english-dominant'), 1), (('at', 'neutral'), 1), (('bl', 'neutral'), 1)]"
sometimes; and the high swimming,"sometimes ; and the high swimming ,","[('insert', 9, 9, 9, 10), ('insert', 32, 32, 33, 35)]","[(('ng', 'neutral'), 1)]"
"doctor who uad ptdied nder its fander, the aged","doctor who had studied under its founder , the aged","[('replace', 11, 12, 11, 12), ('replace', 15, 16, 15, 16), ('insert', 17, 17, 17, 18), ('insert', 22, 22, 23, 24), ('replace', 32, 33, 34, 36), ('insert', 37, 37, 40, 41)]","[(('ha', 'neutral'), 1), (('st', 'neutral'), 1), (('tu', 'neutral'), 1), (('nd', 'neutral'), 1)]"
intene realium in the Mituation. a goung,intense realism in the situation . A young,"[('insert', 5, 5, 5, 6), ('replace', 12, 13, 13, 14), ('replace', 22, 23, 23, 24), ('insert', 31, 31, 32, 33), ('replace', 33, 34, 35, 36), ('replace', 35, 36, 37, 38)]","[(('ns', 'neutral'), 1), (('li', 'neutral'), 1), (('is', 'neutral'), 1), (('on', 'neutral'), 1)]"
Eo neullon Hast bu shanld pes + hop,"to Macmillan that he should press , I hope","[('replace', 0, 1, 0, 1), ('replace', 3, 6, 3, 8), ('replace', 8, 9, 10, 11), ('replace', 11, 12, 13, 15), ('delete', 13, 14, 16, 16), ('replace', 16, 18, 18, 20), ('replace', 21, 23, 23, 25), ('insert', 27, 27, 29, 30), ('insert', 29, 29, 32, 33), ('replace', 30, 31, 34, 37), ('insert', 35, 35, 41, 42)]","[(('to', 'english-dominant'), 1), (('ac', 'neutral'), 1), (('cm', 'english-dominant'), 1), (('il', 'neutral'), 1), (('ll', 'neutral'), 1), (('an', 'neutral'), 1), (('th', 'english-dominant'), 1), (('at', 'neutral'), 1), (('sh', 'english-dominant'), 1), (('ho', 'english-dominant'), 1), (('pr', 'neutral'), 1), (('re', 'neutral'), 1), (('es', 'neutral'), 1)]"
Mr. Hammarskold to Use force if necessary to,Mr. Hammarskjold to use force if necessary to,"[('insert', 12, 12, 12, 13), ('replace', 19, 20, 20, 21)]","[(('kj', 'english-dominant'), 1)]"
dispaerld to Fack. The nal gwfirn is,disposed to face . The real question is,"[('replace', 4, 5, 4, 6), ('delete', 6, 8, 7, 7), ('replace', 13, 14, 12, 13), ('replace', 16, 17, 15, 17), ('replace', 23, 24, 23, 25), ('replace', 27, 30, 28, 33), ('replace', 31, 32, 34, 35)]","[(('po', 'neutral'), 1), (('os', 'neutral'), 1), (('se', 'neutral'), 1), (('ed', 'neutral'), 1), (('fa', 'neutral'), 1), (('ac', 'neutral'), 1), (('re', 'neutral'), 1), (('qu', 'neutral'), 1), (('ue', 'neutral'), 1), (('es', 'neutral'), 1), (('st', 'neutral'), 1)]"
he has not one word of Enolich. Johule he zas wiling Min,he has not one word of English . ' While he was writing this,"[('replace', 25, 26, 25, 26), ('replace', 28, 29, 28, 29), ('insert', 30, 30, 30, 31), ('replace', 32, 34, 33, 36), ('replace', 35, 36, 37, 38), ('replace', 42, 43, 44, 45), ('insert', 47, 47, 49, 50), ('replace', 48, 49, 51, 52), ('replace', 53, 54, 56, 58), ('replace', 55, 56, 59, 60)]","[(('ng', 'neutral'), 2), (('gl', 'neutral'), 1), (('is', 'neutral'), 1), (('sh', 'english-dominant'), 1), (('he', 'neutral'), 1), (('wr', 'english-dominant'), 1), (('in', 'neutral'), 1)]"
"be Fold artlur, to fid tlin plue agree","he told Arthur , ' to find this place agree","[('replace', 0, 1, 0, 1), ('replace', 3, 4, 3, 4), ('replace', 8, 9, 8, 9), ('replace', 11, 12, 11, 12), ('insert', 14, 14, 14, 15), ('insert', 15, 15, 16, 18), ('insert', 21, 21, 24, 25), ('replace', 24, 25, 28, 29), ('replace', 26, 27, 30, 31), ('replace', 30, 31, 34, 36)]","[(('he', 'neutral'), 1), (('to', 'english-dominant'), 1), (('th', 'english-dominant'), 1), (('hu', 'neutral'), 1), (('in', 'neutral'), 1), (('nd', 'neutral'), 1), (('is', 'neutral'), 1)]"
portponed demancdinux Ahe tarx Mntil her finameial year,postponed demanding the tax until her financial year,"[('replace', 2, 3, 2, 3), ('delete', 15, 16, 15, 15), ('replace', 19, 21, 18, 19), ('replace', 22, 23, 20, 21), ('delete', 28, 29, 26, 26), ('replace', 31, 32, 28, 29), ('replace', 45, 47, 42, 44)]","[(('os', 'neutral'), 1), (('st', 'neutral'), 1), (('nd', 'neutral'), 1), (('di', 'neutral'), 1), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('un', 'german-dominant'), 1), (('ti', 'neutral'), 1), (('il', 'neutral'), 1), (('ia', 'neutral'), 1), (('al', 'neutral'), 1)]"
was a morality on thie not unfamiliar Heme o,was a morality on the not unfamiliar theme of,"[('delete', 20, 21, 20, 20), ('replace', 38, 39, 37, 39), ('insert', 44, 44, 44, 45)]","[(('he', 'neutral'), 2), (('th', 'english-dominant'), 1), (('of', 'english-dominant'), 1)]"
"Hheir kluter, Ahey let wang a hig fich Akreugh the","their bluster , they let many a big fish through the","[('replace', 0, 1, 0, 1), ('replace', 6, 7, 6, 7), ('insert', 9, 9, 9, 10), ('insert', 12, 12, 13, 14), ('replace', 14, 15, 16, 17), ('replace', 23, 24, 25, 26), ('replace', 26, 27, 28, 29), ('replace', 30, 31, 32, 33), ('replace', 36, 37, 38, 39), ('replace', 39, 41, 41, 43), ('replace', 42, 43, 44, 45)]","[(('th', 'english-dominant'), 2), (('bl', 'neutral'), 1), (('us', 'neutral'), 1), (('er', 'neutral'), 1), (('et', 'neutral'), 1), (('ma', 'neutral'), 1), (('an', 'neutral'), 1), (('fi', 'neutral'), 1), (('sh', 'english-dominant'), 1), (('hr', 'german-dominant'), 1)]"
underwoter filIms suggeist that the,Underwater films suggest that the,"[('replace', 0, 1, 0, 1), ('replace', 6, 7, 6, 7), ('delete', 14, 15, 14, 14), ('delete', 23, 24, 22, 22)]","[(('wa', 'neutral'), 1), (('at', 'neutral'), 1), (('lm', 'neutral'), 1), (('ms', 'neutral'), 1), (('st', 'neutral'), 1)]"
wauld priefer to put our hopes far eartluly justicl im,would prefer to put our hopes for earthly justice in,"[('replace', 1, 2, 1, 2), ('delete', 8, 9, 8, 8), ('replace', 32, 33, 31, 32), ('replace', 39, 41, 38, 39), ('replace', 50, 51, 48, 49), ('replace', 53, 54, 51, 52)]","[(('wo', 'neutral'), 1), (('ou', 'english-dominant'), 1), (('re', 'neutral'), 1), (('ef', 'neutral'), 1), (('or', 'neutral'), 1), (('hl', 'german-dominant'), 1), (('ly', 'english-dominant'), 1), (('in', 'neutral'), 1)]"
"flickered acron it eurface, but Ahere ozer","flickered across its surface , but there was","[('replace', 14, 15, 14, 16), ('insert', 18, 18, 19, 20), ('replace', 19, 20, 21, 22), ('insert', 26, 26, 28, 29), ('replace', 32, 33, 35, 36), ('replace', 38, 42, 41, 44)]","[(('os', 'neutral'), 1), (('ss', 'neutral'), 1), (('it', 'neutral'), 1), (('ts', 'neutral'), 1), (('ac', 'neutral'), 1), (('bu', 'neutral'), 1), (('ut', 'neutral'), 1), (('er', 'neutral'), 1), (('re', 'neutral'), 1), (('wa', 'neutral'), 1)]"
"film s0 virdly to life. tn Fanng, wlich also","film so vividly to life . In Fanny , which also","[('replace', 6, 7, 6, 7), ('replace', 10, 11, 10, 12), ('insert', 22, 22, 23, 24), ('replace', 24, 25, 26, 27), ('replace', 31, 32, 33, 35), ('replace', 35, 36, 38, 39)]","[(('so', 'neutral'), 1), (('iv', 'neutral'), 1), (('vi', 'neutral'), 1), (('fe', 'neutral'), 1), (('an', 'neutral'), 1), (('nn', 'german-dominant'), 1)]"
deep fnendship which F Laue taben wilh me throgh,deep friendship which I have taken with me through,"[('replace', 6, 7, 6, 8), ('replace', 21, 22, 22, 23), ('replace', 23, 24, 24, 25), ('replace', 25, 26, 26, 27), ('replace', 30, 31, 31, 32), ('replace', 36, 37, 37, 38), ('insert', 46, 46, 47, 48)]","[(('fr', 'neutral'), 1), (('ri', 'neutral'), 1), (('ha', 'neutral'), 1), (('av', 'english-dominant'), 1), (('ta', 'neutral'), 1), (('ak', 'neutral'), 1), (('wi', 'neutral'), 1), (('it', 'neutral'), 1), (('ro', 'neutral'), 1)]"
gilio me ane of wis grange Todes. Thenne,giving me one of his strange looks . Then he,"[('replace', 2, 3, 2, 3), ('replace', 4, 5, 4, 6), ('replace', 9, 10, 10, 11), ('replace', 16, 17, 17, 18), ('replace', 20, 21, 21, 23), ('replace', 27, 28, 29, 30), ('replace', 29, 31, 31, 33), ('insert', 32, 32, 34, 35), ('replace', 38, 39, 41, 43)]","[(('iv', 'neutral'), 1), (('vi', 'neutral'), 1), (('in', 'neutral'), 1), (('ng', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('lo', 'english-dominant'), 1), (('oo', 'english-dominant'), 1), (('ok', 'neutral'), 1), (('he', 'neutral'), 1)]"
"souby, Lad written to adwine Unglexen","sonby , had written to advise Anglesey","[('replace', 2, 3, 2, 3), ('insert', 5, 5, 5, 6), ('replace', 7, 8, 8, 9), ('replace', 24, 25, 25, 26), ('replace', 26, 27, 27, 28), ('replace', 29, 30, 30, 31), ('replace', 34, 35, 35, 36), ('replace', 36, 37, 37, 38)]","[(('on', 'neutral'), 1), (('nb', 'neutral'), 1), (('ad', 'english-dominant'), 1), (('dv', 'neutral'), 1), (('vi', 'neutral'), 1), (('is', 'neutral'), 1), (('le', 'neutral'), 1), (('es', 'neutral'), 1), (('se', 'neutral'), 1), (('ey', 'english-dominant'), 1)]"
Wich slould Lead to progress toward a laos agreeuent at the,which should lead to progress toward a Laos agreement at the,"[('replace', 0, 1, 0, 2), ('replace', 6, 7, 7, 8), ('replace', 12, 13, 13, 14), ('replace', 38, 39, 39, 40), ('replace', 48, 49, 49, 50)]","[(('wh', 'english-dominant'), 1), (('sh', 'english-dominant'), 1), (('ee', 'neutral'), 1), (('em', 'neutral'), 1)]"
podiey ahch braught disauder in 1988.,policy which brought disaster in 1939 .,"[('replace', 2, 3, 2, 3), ('replace', 4, 5, 4, 5), ('replace', 7, 8, 7, 8), ('insert', 9, 9, 9, 10), ('replace', 14, 15, 15, 16), ('replace', 24, 26, 25, 27), ('replace', 34, 36, 35, 38)]","[(('ol', 'neutral'), 1), (('li', 'neutral'), 1), (('ic', 'neutral'), 1), (('cy', 'english-dominant'), 1), (('wh', 'english-dominant'), 1), (('hi', 'english-dominant'), 1), (('br', 'neutral'), 1), (('ro', 'neutral'), 1), (('sa', 'neutral'), 1), (('as', 'neutral'), 1), (('st', 'neutral'), 1)]"
version of twe text the Fortn Grospel is,version of the text the Fourth Gospel is,"[('replace', 12, 13, 12, 13), ('insert', 26, 26, 26, 27), ('replace', 28, 29, 29, 30), ('delete', 31, 32, 32, 32)]","[(('th', 'english-dominant'), 2), (('he', 'neutral'), 1), (('ou', 'english-dominant'), 1), (('rt', 'neutral'), 1)]"
Cross pieces and is made of 1/2 in. plywood,cross pieces and is made of 1/2 in. plywood,"[('replace', 0, 1, 0, 1)]","[(('cr', 'english-dominant'), 1)]"
porticularey as the troops ore veny fine.,particularly as the troops are very fine . ',"[('replace', 1, 2, 1, 2), ('replace', 10, 11, 10, 11), ('replace', 27, 28, 27, 28), ('replace', 33, 34, 33, 34), ('insert', 40, 40, 40, 41), ('insert', 41, 41, 42, 44)]","[(('pa', 'neutral'), 1), (('ar', 'neutral'), 2), (('rl', 'neutral'), 1), (('ly', 'english-dominant'), 1), (('er', 'neutral'), 1), (('ry', 'english-dominant'), 1)]"
days.,days .,"[('insert', 4, 4, 4, 5)]",[]
tfo Auesican ausway .,to America anyway .,"[('delete', 1, 2, 1, 1), ('replace', 5, 6, 4, 5), ('replace', 7, 8, 6, 7), ('delete', 11, 12, 10, 10), ('replace', 14, 16, 12, 14)]","[(('to', 'english-dominant'), 1), (('me', 'neutral'), 1), (('er', 'neutral'), 1), (('ri', 'neutral'), 1), (('ic', 'neutral'), 1), (('an', 'neutral'), 1), (('yw', 'english-dominant'), 1), (('wa', 'neutral'), 1), (('ay', 'english-dominant'), 1)]"
