prediction,ground_truth,diff_ops,error_ngrams
Dan  be Jholon hat Ihe one Kale n demon-,Can it be shown that the one scale is demon-,"[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 6), ('replace', 8, 9, 10, 11), ('replace', 11, 13, 13, 14), ('insert', 15, 15, 16, 17), ('replace', 19, 20, 21, 22), ('replace', 27, 28, 29, 31), ('replace', 32, 33, 35, 37)]","[(('sho', 'english-dominant'), 1), (('how', 'english-dominant'), 1), (('own', 'english-dominant'), 1), (('hat', 'english-dominant'), 1), (('one', 'neutral'), 1), (('cal', 'english-dominant'), 1), (('ale', 'neutral'), 1)]"
What infatrahion: Personally Iam indifferent: bat! really,"What infatuation ! Personally I am indifferent , but I really","[('replace', 10, 11, 10, 11), ('replace', 12, 13, 12, 13), ('replace', 16, 17, 16, 18), ('insert', 30, 30, 31, 32), ('replace', 44, 45, 46, 48), ('replace', 47, 48, 50, 51), ('replace', 49, 50, 52, 54)]","[(('atu', 'neutral'), 1), (('tua', 'neutral'), 1), (('uat', 'neutral'), 2), (('ati', 'neutral'), 1), (('tio', 'neutral'), 1), (('ren', 'german-dominant'), 1), (('ent', 'neutral'), 1), (('but', 'english-dominant'), 1)]"
"advin Ang kesey to give Ahe systum a trial, adeling","advise Anglesey to give the system a trial , adding","[('replace', 4, 5, 4, 6), ('replace', 9, 11, 10, 11), ('replace', 24, 25, 24, 25), ('replace', 32, 33, 32, 33), ('insert', 42, 42, 42, 43), ('replace', 46, 48, 47, 48)]","[(('vis', 'neutral'), 1), (('ise', 'neutral'), 1), (('ngl', 'neutral'), 1), (('gle', 'neutral'), 1), (('les', 'neutral'), 1), (('the', 'english-dominant'), 1), (('ste', 'neutral'), 1), (('tem', 'neutral'), 1), (('add', 'english-dominant'), 1), (('ddi', 'neutral'), 1), (('din', 'neutral'), 1)]"
and flowens Proved ot sovereion Power,and flowers proved of sovereign power,"[('replace', 9, 10, 9, 10), ('replace', 12, 13, 12, 13), ('replace', 20, 21, 20, 21), ('replace', 29, 30, 29, 30), ('replace', 32, 33, 32, 33)]","[(('wer', 'neutral'), 1), (('ers', 'neutral'), 1), (('pro', 'neutral'), 1), (('eig', 'german-dominant'), 1), (('ign', 'neutral'), 1), (('pow', 'english-dominant'), 1)]"
"im Belgrade, has resumed his heliday an the Blach","in Belgrade , has resumed his holiday on the Black","[('replace', 1, 2, 1, 2), ('insert', 11, 11, 11, 12), ('replace', 30, 31, 31, 32), ('replace', 37, 38, 38, 39), ('replace', 48, 49, 49, 50)]","[(('hol', 'english-dominant'), 1), (('lac', 'english-dominant'), 1), (('ack', 'english-dominant'), 1)]"
" iS ribald, funng, brilliant/y observant","It is ribald , funny , brilliantly observant","[('insert', 0, 0, 0, 2), ('replace', 2, 3, 4, 5), ('insert', 10, 10, 12, 13), ('replace', 16, 17, 19, 21), ('replace', 28, 29, 32, 33)]","[(('bal', 'neutral'), 1), (('ald', 'neutral'), 1), (('fun', 'german-dominant'), 1), (('unn', 'english-dominant'), 1), (('lli', 'neutral'), 1), (('lia', 'english-dominant'), 1), (('ian', 'english-dominant'), 1)]"
And twis in spite or hoding t löst mänged,And this in spite of having at last managed,"[('replace', 5, 6, 5, 6), ('replace', 19, 20, 19, 20), ('replace', 22, 24, 22, 24), ('insert', 28, 28, 28, 29), ('replace', 31, 32, 32, 33), ('replace', 36, 37, 37, 38), ('insert', 38, 38, 39, 40)]","[(('thi', 'english-dominant'), 1), (('his', 'english-dominant'), 1), (('hav', 'english-dominant'), 1), (('avi', 'english-dominant'), 1), (('vin', 'english-dominant'), 1), (('las', 'neutral'), 1), (('man', 'neutral'), 2), (('ana', 'neutral'), 1)]"
discover u/timate units,discover ultimate units .,"[('replace', 10, 11, 10, 11), ('insert', 23, 23, 23, 25)]","[(('ult', 'neutral'), 1), (('lti', 'neutral'), 1)]"
"Diew, prowides Hhe Breteit for huge","view , provides the pretext for huge","[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 5), ('replace', 9, 10, 10, 11), ('replace', 15, 16, 16, 17), ('replace', 19, 20, 20, 21), ('replace', 24, 25, 25, 26)]","[(('vie', 'german-dominant'), 1), (('pro', 'neutral'), 1), (('rov', 'english-dominant'), 1), (('ovi', 'english-dominant'), 1), (('ete', 'neutral'), 1), (('tex', 'neutral'), 1), (('ext', 'neutral'), 1)]"
Cur aut the botton und siden auurately from the,Cut out the bottom and sides accurately from the,"[('replace', 2, 3, 2, 3), ('replace', 4, 5, 4, 5), ('replace', 17, 18, 17, 18), ('replace', 19, 20, 19, 20), ('replace', 27, 28, 27, 28), ('replace', 30, 31, 30, 32)]","[(('out', 'english-dominant'), 1), (('tom', 'english-dominant'), 1), (('and', 'neutral'), 1), (('des', 'neutral'), 1), (('acc', 'english-dominant'), 1), (('ccu', 'english-dominant'), 1)]"
(znavour).,Aznavour ) .,"[('replace', 0, 1, 0, 1), ('insert', 8, 8, 8, 9), ('insert', 9, 9, 10, 11)]",[]
One can remember mwitl homor Ahe pickuren of the,One can remember with horror the pictures of the,"[('delete', 17, 18, 17, 17), ('replace', 21, 22, 20, 21), ('replace', 25, 26, 24, 26), ('replace', 29, 30, 29, 30), ('replace', 36, 37, 36, 37), ('replace', 40, 41, 40, 41)]","[(('wit', 'english-dominant'), 1), (('orr', 'english-dominant'), 1), (('rro', 'english-dominant'), 1), (('ror', 'neutral'), 1), (('the', 'english-dominant'), 1), (('ict', 'english-dominant'), 1), (('ctu', 'english-dominant'), 1), (('tur', 'neutral'), 1), (('res', 'neutral'), 1)]"
Sohu tooh it and put it in his pocket.,John took it and put it in his pocket .,"[('replace', 0, 1, 0, 1), ('replace', 3, 4, 3, 4), ('replace', 8, 9, 8, 9), ('insert', 37, 37, 37, 38)]","[(('ohn', 'neutral'), 1), (('ook', 'english-dominant'), 1)]"
ank üf liün guent wonld have a umpothea!,ask if his guest would have a cup of tea !,"[('replace', 1, 2, 1, 2), ('replace', 4, 5, 4, 5), ('replace', 7, 8, 7, 8), ('replace', 9, 11, 9, 10), ('replace', 15, 16, 14, 15), ('replace', 20, 21, 19, 20), ('insert', 31, 31, 30, 31), ('delete', 32, 33, 32, 32), ('insert', 34, 34, 33, 34), ('insert', 35, 35, 35, 37), ('delete', 36, 37, 38, 38), ('insert', 39, 39, 40, 41)]","[(('ask', 'english-dominant'), 1), (('his', 'english-dominant'), 2), (('est', 'neutral'), 1), (('oul', 'english-dominant'), 1), (('uld', 'english-dominant'), 1), (('cup', 'english-dominant'), 2), (('tea', 'neutral'), 1)]"
comparison mith allowances based on the recoMMendations,comparison with allowances based on the recommendations,"[('replace', 11, 12, 11, 12), ('replace', 44, 46, 44, 46)]","[(('wit', 'english-dominant'), 1), (('com', 'english-dominant'), 1), (('omm', 'neutral'), 1), (('mme', 'german-dominant'), 1), (('men', 'neutral'), 1)]"
Jochoi (Tanis Ga) if Israel does not fulful,"Jochai ( Tanis 6a ) "" if Israel does not fulfil","[('replace', 4, 5, 4, 5), ('insert', 8, 8, 8, 9), ('replace', 14, 15, 15, 16), ('insert', 16, 16, 17, 18), ('insert', 17, 17, 19, 21), ('replace', 41, 42, 45, 46)]","[(('cha', 'neutral'), 1), (('hai', 'english-dominant'), 1), (('ful', 'english-dominant'), 1)]"
-vajetos.,projects .,"[('replace', 0, 3, 0, 3), ('insert', 5, 5, 5, 6), ('delete', 6, 7, 7, 7), ('insert', 8, 8, 8, 9)]","[(('pro', 'neutral'), 1), (('roj', 'german-dominant'), 1), (('oje', 'german-dominant'), 1), (('jec', 'english-dominant'), 1), (('ect', 'english-dominant'), 2), (('cts', 'english-dominant'), 1)]"
ink togelher the Variows West nerman,link together the various West German,"[('insert', 0, 0, 0, 1), ('replace', 8, 9, 9, 10), ('replace', 17, 18, 18, 19), ('replace', 22, 23, 23, 24), ('replace', 30, 31, 31, 32)]","[(('oge', 'neutral'), 1), (('get', 'neutral'), 1), (('eth', 'english-dominant'), 1), (('rio', 'neutral'), 1), (('iou', 'english-dominant'), 1), (('ous', 'english-dominant'), 1)]"
er hielarn le he laß. Thr zan de roricd hr,of tiredness to the body . This can be proved by,"[('insert', 0, 0, 0, 6), ('replace', 1, 2, 7, 12), ('replace', 3, 10, 13, 15), ('replace', 11, 14, 16, 17), ('replace', 17, 20, 20, 25), ('replace', 24, 25, 29, 31), ('replace', 26, 27, 32, 33), ('replace', 30, 31, 36, 37), ('insert', 33, 33, 39, 40), ('replace', 35, 38, 42, 44), ('replace', 40, 42, 46, 48)]","[(('tir', 'english-dominant'), 1), (('ire', 'english-dominant'), 1), (('red', 'english-dominant'), 1), (('edn', 'english-dominant'), 1), (('dne', 'neutral'), 1), (('nes', 'neutral'), 1), (('ess', 'neutral'), 2), (('the', 'english-dominant'), 1), (('his', 'english-dominant'), 1), (('can', 'english-dominant'), 1), (('pro', 'neutral'), 1), (('rov', 'english-dominant'), 1), (('ove', 'english-dominant'), 1)]"
"in mus eige, particularls as the troops are","in my eye , particularly as the troops are","[('replace', 4, 6, 4, 5), ('replace', 8, 10, 7, 8), ('insert', 11, 11, 9, 10), ('replace', 24, 25, 23, 24)]","[(('eye', 'english-dominant'), 1)]"
"Then again, Monsieur V, owing to Tauily","Then again , Monsieur V , owing to family","[('insert', 10, 10, 10, 11), ('insert', 22, 22, 23, 24), ('replace', 33, 34, 35, 36), ('replace', 35, 36, 37, 38)]","[(('fam', 'english-dominant'), 1)]"
"beau +0 To0x alt her beautful, pleading face, he was","bear to look at her beautiful , pleading face , he was","[('replace', 3, 4, 3, 4), ('replace', 5, 7, 5, 7), ('replace', 8, 9, 8, 9), ('replace', 10, 12, 10, 12), ('delete', 14, 15, 14, 14), ('insert', 26, 26, 25, 26), ('insert', 29, 29, 29, 30), ('insert', 44, 44, 45, 46)]","[(('ear', 'english-dominant'), 1), (('loo', 'english-dominant'), 2), (('ook', 'english-dominant'), 1), (('tif', 'english-dominant'), 1), (('ifu', 'english-dominant'), 1), (('ace', 'english-dominant'), 1)]"
matter. Consideration should also be given,matter . Consideration should also be given,"[('insert', 6, 6, 6, 7)]",[]
1ympathy - Gou nelt vomeone to lowe gou while,"sympathy - "" you need someone to love you while","[('replace', 0, 1, 0, 1), ('replace', 11, 12, 11, 14), ('replace', 17, 19, 19, 21), ('replace', 20, 21, 22, 23), ('replace', 33, 34, 35, 36), ('replace', 36, 37, 38, 39)]","[(('sym', 'neutral'), 1), (('nee', 'neutral'), 1), (('eed', 'english-dominant'), 2), (('lov', 'english-dominant'), 1), (('ove', 'english-dominant'), 1)]"
onlyadistrbed taosingandtwning,only a disturbed tossing and turning,"[('insert', 4, 4, 4, 5), ('insert', 5, 5, 6, 7), ('insert', 9, 9, 11, 12), ('delete', 15, 16, 18, 18), ('insert', 17, 17, 19, 20), ('insert', 21, 21, 24, 25), ('insert', 24, 24, 28, 29), ('replace', 25, 26, 30, 32)]","[(('dis', 'english-dominant'), 1), (('ist', 'neutral'), 1), (('bed', 'neutral'), 1), (('ssi', 'neutral'), 1), (('sin', 'neutral'), 1), (('and', 'neutral'), 1)]"
provide the nezessang sunface arca for heattransfer.,provide the necessary surface area for heat transfer .,"[('replace', 14, 15, 14, 15), ('replace', 19, 21, 19, 21), ('replace', 24, 25, 24, 25), ('replace', 32, 33, 32, 33), ('insert', 43, 43, 43, 44), ('insert', 51, 51, 52, 53)]","[(('nec', 'english-dominant'), 1), (('ece', 'english-dominant'), 1), (('ces', 'english-dominant'), 1), (('sar', 'english-dominant'), 1), (('ary', 'english-dominant'), 1), (('sur', 'english-dominant'), 1), (('urf', 'neutral'), 1), (('rfa', 'neutral'), 1), (('are', 'english-dominant'), 1), (('rea', 'english-dominant'), 1), (('fer', 'neutral'), 1)]"
"Hime since his grandchildren /eft Hhe table, he smiled.","time since his grandchildren left the table , he smiled .","[('replace', 0, 1, 0, 1), ('replace', 29, 30, 29, 30), ('replace', 34, 35, 34, 35), ('insert', 43, 43, 43, 44), ('insert', 54, 54, 55, 56)]","[(('tim', 'neutral'), 1), (('lef', 'neutral'), 1), (('the', 'english-dominant'), 1), (('led', 'neutral'), 1)]"
a MoCrat Benafor with a seat on the,a Mocrat Senator with a seat on the,"[('replace', 4, 5, 4, 5), ('replace', 9, 10, 9, 10), ('replace', 13, 14, 13, 14)]","[(('ocr', 'english-dominant'), 1), (('cra', 'english-dominant'), 1), (('nat', 'neutral'), 1), (('ato', 'english-dominant'), 1), (('tor', 'neutral'), 1)]"
"Coloin, dertovurg, Breot, Bordezux uund Bosypue,","Calais , Cherbourg , Brest , Bordeaux and Bayonne ,","[('replace', 1, 2, 1, 2), ('replace', 3, 4, 3, 4), ('replace', 5, 6, 5, 7), ('replace', 8, 9, 9, 11), ('replace', 11, 12, 13, 14), ('delete', 13, 14, 15, 15), ('insert', 17, 17, 18, 19), ('replace', 22, 23, 24, 25), ('insert', 24, 24, 26, 27), ('replace', 31, 32, 34, 35), ('replace', 35, 37, 38, 39), ('insert', 41, 41, 43, 45), ('replace', 42, 46, 46, 48), ('insert', 47, 47, 49, 50)]","[(('ala', 'english-dominant'), 2), (('lai', 'english-dominant'), 1), (('ais', 'neutral'), 2), (('her', 'neutral'), 1), (('erb', 'german-dominant'), 2), (('rbo', 'neutral'), 1), (('bou', 'english-dominant'), 1), (('urg', 'neutral'), 1), (('res', 'neutral'), 2), (('est', 'neutral'), 1), (('ord', 'neutral'), 1), (('rde', 'german-dominant'), 1), (('eau', 'german-dominant'), 1), (('aux', 'english-dominant'), 1), (('ayo', 'english-dominant'), 1), (('yon', 'english-dominant'), 1), (('onn', 'neutral'), 2), (('nne', 'neutral'), 1)]"
s a highly silled manipulator of contemporar,is a highly skilled manipulator of contemporary,"[('insert', 0, 0, 0, 1), ('insert', 12, 12, 13, 14), ('insert', 44, 44, 46, 47)]","[(('ora', 'english-dominant'), 1), (('rar', 'neutral'), 1)]"
wark fol PM wovemecht un Antr,"work for the movement , was later","[('replace', 1, 2, 1, 2), ('replace', 7, 8, 7, 8), ('replace', 9, 11, 9, 12), ('replace', 12, 13, 13, 14), ('replace', 18, 20, 19, 20), ('replace', 22, 24, 22, 23), ('replace', 25, 27, 24, 30), ('insert', 28, 28, 31, 32)]","[(('wor', 'neutral'), 1), (('ork', 'english-dominant'), 1), (('for', 'english-dominant'), 1), (('the', 'english-dominant'), 1), (('eme', 'neutral'), 1), (('men', 'neutral'), 1), (('ent', 'neutral'), 1), (('was', 'english-dominant'), 1)]"
"Cnoup Captain looked. "" Brovgltons he said silhily.","Group Captain looked . "" Broughtons , "" he said silkily .","[('replace', 0, 2, 0, 2), ('insert', 20, 20, 20, 21), ('replace', 27, 28, 28, 29), ('replace', 29, 30, 30, 31), ('insert', 34, 34, 35, 39), ('replace', 46, 47, 51, 52), ('insert', 50, 50, 55, 56)]","[(('rou', 'english-dominant'), 2), (('oug', 'english-dominant'), 2), (('ugh', 'english-dominant'), 1), (('ght', 'english-dominant'), 1), (('ons', 'neutral'), 1), (('aid', 'english-dominant'), 1), (('sil', 'english-dominant'), 1), (('ilk', 'neutral'), 1)]"
"Grautham, Zincs, Kindly offered to","Grantham , Lincs , kindly offered to","[('replace', 3, 4, 3, 4), ('insert', 8, 8, 8, 9), ('replace', 10, 11, 11, 12), ('insert', 15, 15, 16, 17), ('replace', 17, 18, 19, 20)]","[(('ran', 'neutral'), 1), (('ant', 'neutral'), 1), (('nth', 'english-dominant'), 1), (('ncs', 'neutral'), 1)]"
"to91. Mark iv, the gint eontet / made wan","to St. Mark's , the first contact I made was","[('replace', 2, 4, 2, 5), ('insert', 10, 10, 11, 13), ('delete', 11, 13, 14, 14), ('replace', 19, 20, 20, 21), ('replace', 21, 22, 22, 24), ('replace', 24, 25, 26, 27), ('replace', 28, 29, 30, 32), ('replace', 31, 32, 34, 35), ('replace', 40, 41, 43, 44)]","[(('ark', 'neutral'), 1), (('fir', 'english-dominant'), 1), (('irs', 'english-dominant'), 1), (('rst', 'neutral'), 1), (('con', 'english-dominant'), 1), (('ont', 'english-dominant'), 1), (('nta', 'neutral'), 1), (('tac', 'english-dominant'), 1), (('act', 'english-dominant'), 1)]"
being fung granst in Wnge boulders did tne nolge,being flung against the huge boulders did the judge,"[('insert', 7, 7, 7, 8), ('insert', 11, 11, 12, 13), ('delete', 12, 13, 14, 14), ('insert', 14, 14, 15, 16), ('replace', 18, 20, 20, 23), ('replace', 21, 23, 24, 26), ('replace', 40, 41, 43, 44), ('replace', 43, 46, 46, 49)]","[(('flu', 'german-dominant'), 1), (('aga', 'english-dominant'), 2), (('gai', 'english-dominant'), 1), (('nst', 'neutral'), 1), (('the', 'english-dominant'), 2), (('did', 'english-dominant'), 1)]"
"eturwed to the shed, their books tidiset, aud oflen,","returned to the shed ; their books tidied ; and often ,","[('insert', 0, 0, 0, 1), ('replace', 4, 5, 5, 6), ('replace', 19, 20, 20, 22), ('delete', 37, 38, 39, 39), ('replace', 39, 41, 40, 43), ('replace', 43, 44, 45, 46), ('replace', 48, 49, 50, 51), ('insert', 51, 51, 53, 54)]","[(('tur', 'neutral'), 1), (('urn', 'english-dominant'), 1), (('rne', 'neutral'), 1), (('hed', 'english-dominant'), 1), (('tid', 'neutral'), 1), (('idi', 'neutral'), 1), (('die', 'german-dominant'), 2), (('ied', 'neutral'), 1), (('oft', 'english-dominant'), 1), (('fte', 'neutral'), 1), (('ten', 'german-dominant'), 1)]"
televisien audience it wan acurrent,"television audience it was "" current","[('replace', 8, 9, 8, 9), ('replace', 25, 26, 25, 26), ('replace', 27, 28, 27, 29)]","[(('sio', 'neutral'), 1), (('ion', 'neutral'), 1), (('was', 'english-dominant'), 1)]"
vesterday. H said pressure was being put on,yesterday . It said pressure was being put on,"[('replace', 0, 1, 0, 1), ('insert', 9, 9, 9, 10), ('replace', 11, 12, 12, 14)]","[(('yes', 'english-dominant'), 1)]"
"har been mich ein snd domp, bt the","has been much rain and damp , but the","[('replace', 2, 3, 2, 3), ('replace', 10, 11, 10, 11), ('replace', 14, 15, 14, 16), ('replace', 18, 19, 19, 20), ('replace', 23, 24, 24, 25), ('insert', 26, 26, 27, 28), ('insert', 29, 29, 31, 32)]","[(('has', 'english-dominant'), 1), (('muc', 'english-dominant'), 1), (('uch', 'neutral'), 1), (('rai', 'english-dominant'), 1), (('dam', 'neutral'), 1), (('amp', 'neutral'), 1)]"
"a whole varier, Ahe smaller","a whole varies , the smaller","[('replace', 13, 14, 13, 15), ('replace', 16, 17, 17, 18)]","[(('ies', 'neutral'), 1)]"
"alaee burden ko a hand-kerdief, füne -lau","a lace border to a handkerchief , fine-lace","[('insert', 1, 1, 1, 2), ('replace', 3, 4, 4, 5), ('replace', 7, 8, 8, 9), ('replace', 11, 12, 12, 13), ('replace', 13, 14, 14, 15), ('delete', 22, 23, 23, 23), ('replace', 26, 27, 26, 28), ('insert', 30, 30, 31, 32), ('replace', 33, 34, 35, 36), ('delete', 36, 37, 38, 38), ('replace', 40, 41, 41, 43)]","[(('lac', 'english-dominant'), 2), (('ace', 'english-dominant'), 2), (('bor', 'neutral'), 1), (('rde', 'german-dominant'), 1), (('der', 'german-dominant'), 1), (('and', 'neutral'), 1), (('ndk', 'german-dominant'), 1), (('dke', 'neutral'), 1), (('erc', 'english-dominant'), 1), (('rch', 'german-dominant'), 1), (('chi', 'neutral'), 1), (('ief', 'neutral'), 1), (('fin', 'neutral'), 1), (('ine', 'german-dominant'), 1)]"
ndespinming - uot wirdemining - Iue zesvice,underpinning - not undermining - the service .,"[('insert', 0, 0, 0, 1), ('replace', 3, 4, 4, 5), ('replace', 7, 8, 8, 9), ('replace', 14, 15, 15, 16), ('replace', 18, 21, 19, 21), ('insert', 23, 23, 23, 24), ('replace', 32, 34, 33, 35), ('replace', 36, 37, 37, 38), ('replace', 38, 39, 39, 40), ('insert', 43, 43, 44, 46)]","[(('nde', 'german-dominant'), 2), (('der', 'german-dominant'), 2), (('erp', 'neutral'), 1), (('pin', 'english-dominant'), 1), (('inn', 'neutral'), 1), (('nni', 'neutral'), 1), (('und', 'german-dominant'), 1), (('erm', 'neutral'), 1), (('the', 'english-dominant'), 1), (('ser', 'neutral'), 1), (('erv', 'neutral'), 1), (('ice', 'english-dominant'), 1)]"
nd Mey ae minonessed bys Mer Gemaus clain,And they are unimpressed by the Germans' claim,"[('insert', 0, 0, 0, 1), ('replace', 3, 4, 4, 6), ('insert', 8, 8, 10, 11), ('insert', 10, 10, 13, 16), ('replace', 11, 15, 17, 19), ('delete', 23, 24, 27, 27), ('replace', 25, 26, 28, 30), ('delete', 27, 28, 31, 31), ('insert', 31, 31, 34, 35), ('replace', 33, 34, 37, 38), ('insert', 35, 35, 39, 40), ('replace', 40, 41, 45, 46)]","[(('are', 'english-dominant'), 2), (('uni', 'neutral'), 1), (('nim', 'german-dominant'), 1), (('sed', 'english-dominant'), 1), (('erm', 'neutral'), 2), (('rma', 'neutral'), 1)]"
